# General
## Title
### Total Precipitation
## Abstract
### CMIP5
## Date
### 2021-02-24
## Date type
### Publication: Date identifies when the data was issued
## Unit
### m
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1970-01-01-0000
## End date
### 2098-12-31-2100
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1970-01-31,0.10298685110008608,0.04085937053930577,0.11095089647052363,0.019888543667467336,0.02787163533308998,0.056352089018594065,0.044603627261425964,0.016518852068566518,0.014736693052011177,0.028810667678066768,0.038651377101058634,0.06611942962376205,0.08981865306830328,0.04534366489048302,0.04341038004749361,0.10809715842915604,0.0432360717733411,0.13898888448067936,0.10555990372053618,0.12269615023203757,0.0,0.034611942622455656,0.018521523712618667,0.0405343264226037,0.22719036165342302,0.03471445111979503,0.0,0.020212832864608326,0.12655888308362986,0.01855110529959375,0.13526140893298083,0.04358553281096872,0.0476496192574967,0.03762477779568699,0.1287670183043383,0.04739690513301317,0.04997159182455953,0.09612135706877768
1970-02-28,0.14576168746287008,0.07929003086189247,0.08054176838158494,0.0601570005551782,0.03731117012532478,0.12863016205434094,0.025560316910429447,0.05259038740961706,0.052911419004484594,0.054721482725076334,0.034388070242912655,0.08073913100731706,0.04254162434323738,0.030557409363359857,0.07674096916527592,0.075473324128483,0.040457383924125186,0.09280159476508654,0.1326275102355251,0.07901202282538217,0.0,0.04255431731403824,0.06283846790462176,0.03810677925954269,0.1376575759536088,0.05543737938038169,0.0,0.05118150132213188,0.08811737571793901,0.046425717751124945,0.05200580421086188,0.03688719511282098,0.042873778925760386,0.03886788394510916,0.07531334660924409,0.04736325948447724,0.05621251637713176,0.07536079677506444
1970-03-31,0.053326543054786416,0.09519834971758204,0.04319293318243971,0.05797108268335553,0.04839769256725918,0.10846176743586664,0.11662137114038135,0.053577232679154534,0.07033369625471493,0.03743829612190678,0.02973654427361838,0.06547943584568512,0.030165428105117114,0.03574627129833345,0.03668606672889099,0.013541618859418007,0.01940713265202816,0.08812988024406153,0.1512421332505643,0.021948135251537552,0.0,0.04291428187401333,0.04773752826483127,0.03654372593855508,0.043766831002814297,0.03285309856134512,0.0,0.051493790788812555,0.12540076605116926,0.05757614253111729,0.02046271253514051,0.05297505594284416,0.053031244941493715,0.04741998898375017,0.007280039793504792,0.0365529587158423,0.1259807377753199,0.10995173765138103
1970-04-30,0.009653300405749384,0.030829748949553024,0.029148722943510404,0.06540490370496994,0.016689269236312112,0.053831297182994724,0.040317365219568586,0.01596257614641871,0.038655195277529066,0.05181048483800377,0.031770642794419546,0.0169492563157172,0.06475285371199824,0.047280771080523046,0.08553622031946916,0.03574154892325112,0.024281325834289255,0.09997853368152468,0.13258392452925613,0.051178239833540494,0.0,0.02773906887769284,0.08003046946306731,0.03129153923509028,0.019601541150768603,0.0086231678813582,0.0,0.049403223938597085,0.0889689979348398,0.024291739689483935,0.05657364253301521,0.017864124097382417,0.013158809335848337,0.053568185410494414,0.05310359886897859,0.015856699304942237,0.04660333946342575,0.09231347965202516
1970-05-31,0.08093955695736323,0.0638610629980569,0.15248571543357906,0.0723248677311392,0.10068850383616122,0.07162003162467717,0.030480278094363985,0.03625839577684381,0.047642590355763306,0.02462848342887608,0.06039475304232266,0.06867586262010258,0.10717853834902237,0.04547432410677218,0.09262197503215237,0.08006042186284507,0.041840531373162605,0.08889313589793348,0.09315370199762796,0.07143675872693935,0.0,0.03652023327793504,0.09033910455983407,0.05731839467546886,0.11453710901293485,0.05213886156593031,0.0,0.04404326145921293,0.08983449011558951,0.026943154583602125,0.07835644595889335,0.07160886347557172,0.08896790748187335,0.04939700404292954,0.08210611152889767,0.04454163067623558,0.10117666575449036,0.054328044175016466
1970-06-30,0.03300422215116321,0.13810567367487372,0.04833303925496814,0.1411970445792948,0.06694188148547939,0.1817282654147622,0.0009819812094488266,0.07628299146560555,0.10127486825092537,0.09533520205836077,0.11552110548796475,0.02274509698721459,0.0359967323962763,0.10134376377360611,0.07592071811436944,0.0574664139045371,0.07062190755746219,0.12004325537432019,0.03993620208044434,0.036148142416221135,0.0,0.10854070810252539,0.09529709734639168,0.1122576032551534,0.046896332433245834,0.030992780960827332,0.0,0.12148826085612432,0.11291296580477177,0.08323933885345702,0.021043173455345978,0.07553633416186192,0.06557953350973861,0.11212570567359148,0.10881668815287526,0.11153262050327664,0.028244003645966416,0.12527213882101715
1970-07-31,0.05282827352587308,0.17726583326387976,0.08870779407698176,0.16250729795525784,0.06880386450275382,0.3716195529908174,0.0003648621921354738,0.10842759085979782,0.1390138014072012,0.06576749442327809,0.06768584632889764,0.015036132550701301,0.022836278139870783,0.06599224315712804,0.15983928870269498,0.08160860603917908,0.05156597745401026,0.1546093247387335,0.11078188008482447,0.07239146132243165,0.0,0.055545313778218475,0.18062406240004805,0.07510934418352043,0.09823877162812714,0.047288177254760415,0.0,0.11023124946667044,0.08669059154033933,0.053996061120288194,0.009558439773654113,0.07875211289905555,0.08297364301792556,0.08035044170907053,0.11460698113241814,0.06291961829161442,0.027276307844893304,0.1250454877284849
1970-08-31,0.08174014972592013,0.3689222590871507,0.10605612403961855,0.09505952982998193,0.0676435253958129,0.41484999259430677,0.00028999603740437126,0.1422789113976253,0.13201553776665015,0.05926400622123073,0.04051932229822677,0.020968172109547788,0.024195002595415113,0.04713928893290663,0.07558844148288656,0.09570407193888467,0.09554637458170476,0.07772248419923647,0.15027991593627907,0.1412633393084491,0.0,0.09723359564212714,0.06424110237973082,0.0743256324645759,0.1383442846380812,0.048883101647111765,0.0,0.11257932032190181,0.07428452986107006,0.07469672752383509,0.0012212510275715687,0.07034498600317862,0.0744690660863751,0.052735636337991346,0.23265346107349963,0.12258518511530458,0.018448567084215804,0.08585676773424966
1970-09-30,0.18002857274584602,0.2229050396750437,0.20384780741083716,0.0984151218569168,0.07927949824181338,0.2252977061604866,0.0011549004238886205,0.1404636649666064,0.15480127742842392,0.10784554693247382,0.08179206328228587,0.047992417896554285,0.009346749456360819,0.061925668802673244,0.07173344984241035,0.24021809656020113,0.1569563667857599,0.06997296695554364,0.1387038612897761,0.08795299724799219,0.0,0.09497228350031077,0.12965479154451912,0.08902009186767224,0.3488971142266514,0.08099555705327374,0.0,0.10095657883820904,0.10694685026635961,0.120435641492171,0.0019462575351672853,0.122145155697783,0.14684302727032894,0.08812369389013142,0.3117668303450268,0.17861856788458003,0.01372696822391924,0.08219282714520507
1970-10-31,0.033901437315841484,0.09373906498393521,0.0746948486577399,0.0752675718582832,0.014358940917158098,0.15687910269853447,0.02091375232648069,0.039632512551960986,0.06414128243570799,0.08306418239206312,0.058254608040758195,0.0167543402274673,0.026493050473385647,0.08808894596132401,0.0775346121028123,0.07890510849515486,0.028060847508291877,0.12693046768882987,0.1581626509107108,0.141378758010154,0.0,0.06987545647373664,0.07514406536096259,0.07657243556760752,0.13482929128726892,0.014985111127544446,0.0,0.0746164746585257,0.16448399657944376,0.03678655933434956,0.025621005630949573,0.015002784735337959,0.02339791017431007,0.07888108590910166,0.13171073584168574,0.03621067034402738,0.04859498960733223,0.10933745396670073
