# General
## Title
### Global Horizontal Irradiance
## Abstract
### CMIP5
## Date
### 2021-02-24
## Date type
### Publication: Date identifies when the data was issued
## Unit
### W m**-2
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1970-01-01-0130
## End date
### 2098-12-31-2230
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1970-01-31,91.50487288562393,63.60287005173376,65.06354821349478,48.51331263073753,81.38624450999806,74.30256975865416,125.87845258357221,51.807210024682895,49.439446345247674,24.983689492270358,15.158803417841886,95.42994765798501,88.60803671315995,5.397900905940098,65.2755275899627,59.96338482236863,51.99430287876854,30.427633303903374,5.362473220544313,75.47490218816729,,24.773050271079978,53.38835477289866,20.184197403942214,72.0684546136181,88.26190958599634,,41.00407884774502,8.276923008378157,41.0288489833961,83.84767538449172,61.736002131169755,70.0839936264776,10.242446060739121,56.7360005416502,49.278656273223206,103.19951530712966,29.11804758127424
1970-02-28,107.76437621039251,88.07280182162417,94.0719840797721,70.99965022504993,108.28279759930936,98.59453274124019,170.37644367015807,70.96213545836171,67.11690400942778,46.56968277613044,41.53699020359092,119.21059803951592,129.53938035671115,25.423770813906316,88.51414391261274,90.82588031053623,85.26292107200639,55.84285019424927,29.834518470303383,108.02803534284867,,52.16505359313972,70.91631262706146,45.0055694369268,99.66361078479,108.45599689442163,,68.72059680878777,32.08730081097175,59.05031824713861,128.61130266228275,93.34844016550525,93.34896442329294,33.51233381559026,84.36564011532548,73.50990440471857,143.93389154181372,57.133922179106726
1970-03-31,191.4961833829524,145.2558174304433,170.75288478705608,120.23079665771897,145.57575535248765,161.63962878662605,183.1140081326899,126.75709434337956,118.98476233737715,111.70253376049062,104.55166877595711,179.14764078063143,211.25580410584567,78.1150530329048,151.41989841790834,169.26469246494986,148.4652729127381,97.6771953701552,84.93361067932257,185.44365460380976,,112.15102322319109,121.26546884487574,108.1836901284713,179.5157329637661,175.4069579881086,,112.62599821530566,85.37784136039376,114.5257394713145,204.650384263741,138.99980148455023,152.99745010618054,92.80201983065751,159.1514288861333,137.22176125719153,177.0984230080395,91.27130781433657
1970-04-30,255.71231027096619,225.63292956281398,238.1668972110726,178.71659525821062,236.95890137981775,239.46733295425656,259.71473889543324,216.8311722044762,201.06894077754714,178.67416205683747,167.44733699430955,249.0661310663275,232.94610722749547,147.08788896915215,196.8783490117126,228.0018891567248,221.81327570713836,156.2967375986794,141.6600676108739,230.79233617252973,,175.28135774329206,173.58659676839733,172.37697266559746,245.28321450724943,246.43504349001765,,175.58175088120336,154.7825011302039,204.3403435363806,224.63669143202168,228.5010286949143,240.64432883042338,157.49610758790467,210.32872215143303,220.07870316018443,243.2847199470667,152.3542498738948
1970-05-31,246.12948799558896,243.0175159418653,219.04617932409863,219.35256383497025,219.25299096767313,255.38586556776525,293.4711739733822,248.9133363049249,249.9867091841468,256.1358361696243,203.92425059435598,252.8931868820585,231.1830029480814,200.28578782154034,221.84549025570627,239.70792880435036,246.84050337924475,196.52112050858372,215.00926372343827,251.42265322386064,,220.38227500695422,222.33722888380606,206.94814491072788,223.0672463685947,239.23261043599226,,233.44733376764955,204.2724098114813,252.55524646238084,240.54134384296566,225.42575214984686,227.87387941821873,215.3033344965357,239.47765730109583,246.1463528515171,252.48100258073816,212.7371901793829
1970-06-30,296.34831636919773,229.8568115682698,269.38019985187367,188.56024264292577,267.58203437502056,247.1646505332792,334.9164656962891,236.23138434971085,222.61392727883214,225.7345352474397,200.10080610306977,305.8240217298655,306.85431145026695,192.89426361759166,245.09424868349262,266.46333504292966,248.45740112718775,176.56018166701514,247.33498063153854,292.03444760076184,,225.90028521127547,203.34240184164943,211.37215917489706,274.5427083011093,281.7629881095002,,203.48157905478675,205.7660172538362,229.53390525890484,316.99036612193714,253.4395082374202,265.3896759672835,196.35211739615363,254.99646623244865,230.89196310015845,313.11012132451225,180.24217798491574
1970-07-31,292.38651961873484,221.68316565321913,264.27961018036405,174.58494775562875,270.15749857252126,197.72573497158675,326.81465528006214,225.7507158338372,195.07082562055112,225.52118762274088,242.52253677227608,303.87575200235284,305.7722224775687,213.72436762551388,190.81595921808747,265.05927700635635,257.28803471651275,158.9391552969203,189.74332971160118,277.9199193108949,,226.82525704361134,161.63828730461702,229.988771743914,271.4216658361625,284.03781242788494,,207.00534468818418,201.6703104575445,245.33655180255488,317.75367245460365,253.81643536445887,266.819586258421,211.34769347940104,246.80257838395514,249.76380254501808,303.3394221739538,182.8378524239621
1970-08-31,244.31024461828324,160.62174825879114,210.83174238095617,151.031810966511,237.07024661353327,164.40246662561583,305.9862426993184,169.43135108797125,159.73145164759606,196.8497427673947,167.8653512054107,264.4147001837848,273.97164635994096,148.38451664661005,190.33945969056123,220.37005362214015,207.47078660554453,147.29743544461485,140.1014656337808,228.77001202243,,170.9549322675591,156.79748039824622,166.90315777533164,214.51434932309255,242.20087788912505,,159.44345984012003,155.85077400373635,178.21658785332522,294.9011643537092,210.33038038625,219.29078378608062,163.6593260292811,192.86103844258864,175.40688468485158,283.9491412275014,149.43481007946136
1970-09-30,167.94343369317463,109.41181188258977,133.63305522819593,95.46425571303651,162.26357050402115,129.8954958711526,255.93836530477202,97.58268211059625,98.26425127922668,115.2869668855462,98.07760728426204,196.70257293130848,224.2801946558525,82.80460269521242,136.0591342306324,134.95750515361712,122.86222708921656,98.82260965013515,83.95645798336894,180.70817680935434,,104.40343626589203,96.70987888947091,100.9002551936945,132.6702615137227,163.94700706939196,,98.7771811247739,89.77952644659042,107.33192511251315,239.89510147028054,136.00213523252512,136.3514134243119,84.40921609932487,127.7593448091852,100.59054011795618,231.46062063288082,105.62381288876804
1970-10-31,146.38379102314852,96.55285712759431,121.17438101248746,69.5750974356203,128.2153847120552,98.80067087115695,185.26163782299065,86.59238888271562,74.39157085558612,56.978242437849886,50.012242260297434,149.77328811114808,154.84876758051456,26.822126641567646,90.51116353268809,114.1698420664271,104.7985350098924,55.07188851921486,38.815344223276696,115.76903836048461,,59.742357992229685,66.57271197052307,54.194157763288004,126.92205492099384,139.15395031837025,,68.60235504482762,36.42788472979644,78.66651703996108,165.03346496993785,115.46906410824668,123.29260592003847,38.45717996830705,92.5848226878037,94.52966714548535,157.62635268596458,60.839868956593506
