# General
## Title
### Wind Speed
## Abstract
### CMIP5
## Date
### 2021-02-24
## Date type
### Publication: Date identifies when the data was issued
## Unit
### m s-1
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1970-01-01-0000
## End date
### 2098-12-31-2100
## Temporal resolution
### 1 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
1970-01-31,3.292460329528745,3.067705962564663,3.514093037684001,7.2649846795829705,4.008282192677876,2.4978428535464956,4.784487408614021,4.990453178749683,5.571211039523545,8.851030119809868,8.408276379015627,3.5494097873339436,5.294526832529103,6.996060940825192,6.27620003810234,4.261871261102269,4.306280214320968,8.394709512549802,5.510460293176297,3.699274283961038,,7.402709554459893,5.924865919470904,7.8365742815301225,3.64560404449212,2.912153474628088,,7.201651641203567,5.3893678123117885,6.595383671311359,6.221040543831484,3.8786507444713383,3.9506015332938498,6.842627656019965,3.575754170613299,4.0494089313603325,3.4622670084107976,8.804546908199972
1970-02-28,2.9450713569870657,4.315682626050751,3.5466338614390374,7.802187219978345,4.516602609349009,3.3824863652207933,5.106552532521468,6.4294313876066544,6.779588045310921,8.97383937610694,7.1800682228610535,3.6062045051556946,4.818718333169955,6.113664482904156,6.306652815326295,4.323903336195698,5.53264227493661,9.22006904955724,7.058277078050119,3.71737581019251,,7.0961979118688685,7.192074542443289,7.048857622166745,3.4143046722512076,2.9525184399798663,,8.269466564980773,4.970756258181423,7.296548878373263,5.129361410135628,4.633473760110371,4.590922153778599,6.069720243646491,3.7976863120271687,5.092005230473984,3.7991739327215632,9.017637044630943
1970-03-31,3.1462370727041438,5.061072591115506,3.8147148803408446,8.250199106839643,5.34050337275166,3.0205320340885358,4.540331789706877,7.633235797010834,7.901240782941304,11.036277432261539,6.143573854115923,4.220408260063488,5.088498074845575,6.512682092484094,6.350128179603842,4.4090294497209,6.006981203580999,9.809987812033405,8.13526510781094,3.7326760105217547,,6.604024884697774,7.324674249584897,6.201768255074437,3.8717849744360358,3.6853404022233955,,9.205067379869355,6.086881110927236,7.834881723774229,5.480767929796,5.373147190187748,4.855240635960425,6.726055134770884,3.656997272325052,5.561935079013246,4.379079110862032,10.376770983377693
1970-04-30,2.768684960263744,3.1076134813174905,3.2835282486859163,6.583818824126414,4.3212950706615745,2.44988013654057,3.846091166368191,4.581221484345515,4.933482617748966,6.881629117302523,6.6951553604065115,3.644510596900397,4.747541471365952,5.7839729259466655,5.804940253041563,3.781672456738157,4.1988280413426615,7.702121127143375,6.472777795629091,3.1288532608677215,,5.713197944280739,5.674453787664935,6.16784683479832,3.1784495595643247,2.7816756647703866,,6.560385566563712,4.460902288410993,5.110476420317355,5.201300842292273,4.195361094361136,3.853664717673634,5.516132051220342,3.2648795166656837,3.644186450264927,3.9722140315670926,7.3774338520018
1970-05-31,2.710011983719205,3.2815678796231533,3.1359929930212065,5.225507068442542,4.218396052335747,2.4036732662098625,3.7798366344579013,4.920610240738711,4.854065220082235,6.534412228031895,6.415134254543493,3.349481183424387,4.49359491183498,5.698782687880188,4.889055749408806,4.111181096536894,5.336365279546898,6.602383726032381,5.615791011577119,3.5117390936582655,,6.2352527677257745,5.257898665852648,6.360500600126141,3.0742763007051734,2.968439377470777,,5.3841142813403,4.84891048050188,5.670857514668064,5.280556426705894,4.813438931947997,3.938056029880849,5.54712871654297,3.660583304164384,4.411464110875543,3.4181501330287696,6.080172600730129
1970-06-30,2.626962419256237,3.8790483652815455,3.4787766869215293,7.019440345197272,3.6166247919122325,2.964350352878084,3.8582517739540636,5.740297150778084,6.178907606489668,8.324309223233291,7.58927560944676,3.0613879728853055,4.500553327811646,5.916065416130542,5.5118728660594245,3.9478317494234947,5.1558924369586885,7.52066540823787,3.9197505077938355,3.501541936722944,,6.974797474703899,6.464893287500157,7.229189498833022,3.2039179340027024,2.914807904476287,,7.435083793677588,4.860084094897388,6.474810262293981,5.304939032836193,4.274632245598996,4.141750925235464,6.07097718893579,3.505493597204197,4.569466352372016,3.9604602235120008,7.7217101468187765
1970-07-31,2.6045905914506005,3.1429991382240807,2.8508121197902208,5.716361017773305,3.7979536791804525,2.7357638039332843,3.675096560469192,4.817402790902726,5.0742958575199895,6.011738503476301,5.254866878090674,3.245490814140862,4.593840122153556,4.606450507479975,5.463528954781499,3.1990517888240344,4.361810903297775,7.26291853637804,5.249545670258633,3.4073486486419515,,5.139188131685887,5.643480525991346,5.059058562738035,2.775532570227978,3.1117528954113407,,5.482014951124149,4.09930688507328,5.536961396864676,6.267875321986097,4.1446210156283865,3.830800703142878,4.574797523821875,2.8066299278752815,3.8759961959406293,4.177055676709478,6.56801928854516
1970-08-31,2.2773964284139696,3.321630086263439,2.6399642762558946,5.920257393820806,3.3579308488005593,2.5226166811003146,3.8443849549651623,5.209638407616356,5.2897773217094395,5.768797646273157,5.0532538782694,3.1444410898186215,4.292301946530146,4.58642862575379,4.838286328400252,3.2951249884982756,4.271215766233325,5.628055708752815,6.712600911410107,3.2429239365632485,,4.702858396566585,5.6241939360488145,4.786815215079734,2.350430923719128,2.6516714684597336,,6.254293093465228,3.698561818842679,5.299183545490205,4.815904566029679,3.6213778371511065,3.502938387508307,4.359037531708088,3.0788724900599456,3.964797710879082,3.9561136736243667,5.954721895601369
1970-09-30,2.5453795421083236,4.294795264569886,3.3403545635676135,7.489736553720094,3.624203831384462,2.9483065115056823,3.765008182993692,6.7165558343066145,7.06962866926102,7.897570603914302,6.975877729156224,2.846483525447965,3.973579352561677,6.443342207292858,5.252072693877736,3.87787559368577,5.0497093853089545,7.923006457748983,6.6506694296437106,3.345897254180772,,6.386120746559091,7.018254793169353,6.554778389147526,3.0746968026446333,2.8662983539328115,,8.315193802657769,5.049604034757253,6.901335135154851,4.312784945628369,4.174898006541101,3.912675843620252,5.8929154336952925,3.5099931938314577,4.891692019899553,3.1819009748542166,7.872874159426795
1970-10-31,3.019424877910821,3.0146780677926888,3.0678503699019104,6.595525537070352,3.7579406387796714,2.3965478995810168,3.8522183474691842,5.007853550767173,5.119969577346904,7.658207058360067,7.595189685017299,3.5676266101460365,3.9743507991400002,7.269433532344834,5.166923861154677,3.555787982417525,4.143383934888642,8.993714531221814,7.0022216230504375,3.3773630284157856,,6.4052042811987135,5.696310498786415,6.804426271066451,3.141860802536584,2.7325069864264075,,6.761147556995933,5.141177454919653,5.584797688995785,4.507155495062068,3.7101999209721255,4.213664309084318,6.120349481327907,3.075973257337578,3.971017135912637,3.253259225190805,8.450961912284798
